ID,Image_Name,Image_Features,Name,Image_Description
5082,image_03955.jpg,"[[-1.5107928e-04  1.0369854e-02  3.4815164e-03 ...  4.8928696e-01
  -1.7066358e-01 -3.0303663e-01]]",petunia,a vase filled with lots of petunias next to a fence 
5083,image_00669.jpg,"[[-1.5876893e-04  9.9576795e-03  2.5090210e-03 ... -4.0171322e-01
   1.3146591e-01 -4.6032852e-01]]",watercress,a close up picture of two different types of watercresss 
5084,image_03749.jpg,"[[-9.0685155e-04  7.0534335e-03  6.7213186e-05 ... -2.2933145e-01
   8.0977142e-01 -3.4978843e-01]]",cape flower,a cape flower in a vase on the ground 
5085,image_07492.jpg,"[[-9.8808960e-05  1.4628106e-02  3.7680136e-03 ...  1.8350347e+00
   1.2595440e-01  2.7112675e-01]]",bougainvillea,a pink bougainvillea in a purple bougainvillea vase 
5086,image_01329.jpg,"[[-8.4692205e-05  7.8496858e-03  4.3832636e-03 ... -9.5560580e-01
  -3.7109485e-01  7.3307031e-01]]",petunia,a red rose in the middle of a plant 
5087,image_00182.jpg,"[[-8.3049526e-04  6.6431104e-03 -2.2312151e-03 ...  2.7815461e+00
  -7.8057075e-01 -5.6274194e-01]]",passion flower,a plant that is in the middle of some leaves 
5088,image_02933.jpg,"[[-0.00067744  0.00540416  0.00164744 ... -0.26371786 -0.4871309
  -0.3705834 ]]",pink-yellow dahlia,a vase filled with pink-yellow dahlias on top of a table 
5089,image_00666.jpg,"[[ 3.2129745e-05  8.3397757e-03  6.5344498e-03 ...  1.8821062e-01
  -7.6797086e-01 -6.3854277e-01]]",watercress,a close up view of a close up view of a plant 
5090,image_07500.jpg,"[[ 3.3121196e-05  1.1328167e-02  3.4470770e-03 ... -2.5081268e-01
   3.3769559e-02  2.0618017e+00]]",bougainvillea,a bouquet of pink bougainvilleas in a vase 
5091,image_08160.jpg,"[[-3.6438528e-04  1.0811504e-02  2.4817036e-03 ...  7.3355544e-01
   5.8482390e-02  7.5392920e-01]]",japanese anemone,a number of small japanese anemones in a japanese anemone pot 
5092,image_04016.jpg,"[[-2.7240315e-04  6.2586055e-03  1.5567427e-03 ...  2.1453190e+00
  -1.1351140e+00 -8.1596714e-01]]",colt's foot,a black and white photo of a colt's foot in a colt's foot pot 
5093,image_02239.jpg,"[[-7.4585556e-04 -4.5031342e-03  3.1918290e-04 ... -2.7188096e-02
  -8.0900985e-01 -9.9914396e-01]]",barbeton daisy,a vase filled with yellow barbeton daisys on top of a table 
5094,image_00683.jpg,"[[ 6.9704831e-05  5.9294119e-03  3.7841268e-03 ...  7.1543741e-01
  -2.8348708e-01 -5.2448076e-01]]",watercress,a black and white photo with a watercress in it 
5095,image_06990.jpg,"[[-2.7923496e-04 -9.3176277e-05 -2.7419708e-03 ...  6.3981981e+00
   3.3229345e-01  1.4036299e+00]]",alpine sea holly,a blue and white vase sitting on top of a table 
5096,image_00880.jpg,"[[-4.0626025e-04  1.8739970e-03  2.5011073e-03 ...  4.5416651e+00
   5.1800722e-01  1.0405594e+00]]",frangipani,a person holding a frangipani in their hand 
5097,image_00680.jpg,"[[ 1.4231107e-04  1.0357075e-02  2.3407254e-03 ...  1.2476803e+00
   2.3120058e-01 -4.2009991e-02]]",watercress,a close up picture of a plant with leaves 
5098,image_04008.jpg,"[[-7.5000268e-04 -5.8227135e-03 -2.3704821e-03 ...  2.3418918e+00
  -4.9743152e-01 -6.1268711e-01]]",colt's foot,a yellow colt's foot sitting on top of a yellow colt's foot 
5099,image_00362.jpg,"[[-2.3713107e-04  5.2984422e-03  1.4518896e-03 ...  9.3822181e-01
  -8.1523913e-01  4.5467049e-01]]",water lily,a pink rose sitting on top of a body of water 
5100,image_05760.jpg,"[[-5.9807033e-04  4.3056547e-03 -3.1268061e-03 ...  2.7372332e+00
  -7.8073138e-01 -7.0175797e-02]]",king protea,a brown and white teddy bear sitting on top of a lush green field 
5101,image_07384.jpg,"[[-8.4152627e-05  8.0234054e-03  3.4322303e-03 ...  2.3602834e-01
  -1.9672197e-01  8.7130892e-01]]",foxglove,a pair of pink and white striped white and black striped white and black striped white and black striped
5102,image_04964.jpg,"[[ 5.2727810e-05  7.6880213e-03  2.5866388e-03 ...  1.7006119e+00
  -5.0927818e-01 -3.7679711e-01]]",marigold,a close up view of a marigold in a vase 
5103,image_06794.jpg,"[[-4.1333973e-04  6.7092394e-03 -2.0082283e-03 ...  5.9768963e-01
   1.2051407e-01 -9.4679040e-01]]",fire lily,a close up view of a close up view of a fire lily 
5104,image_02615.jpg,"[[-1.6110322e-05  7.7094985e-03  2.9704580e-03 ...  2.5348036e+00
  -2.3591956e-01  7.7486962e-01]]",columbine,a columbine that is in a columbine pot 
5105,image_01570.jpg,"[[-2.3010728e-04  1.2025693e-02  4.8200574e-04 ... -1.3722310e+00
   3.1984669e-01  5.7873195e-01]]",poinsettia,a red and white fire hydrant sitting on top of a lush green field 
5106,image_06339.jpg,"[[-3.0865695e-04 -1.3979995e-03 -5.1542176e-03 ...  5.7768235e+00
  -4.3935639e-01  1.1131474e+00]]",common dandelion,a row of green and white common dandelions in a grassy field 
5107,image_05088.jpg,"[[ 1.7558884e-04  7.0760106e-03  3.1757208e-03 ...  1.4624510e+00
   3.8173741e-01 -1.8841903e+00]]",hard-leaved pocket orchid,a pink and white hard-leaved pocket orchid in a white vase 
5108,image_03576.jpg,"[[-2.7425200e-04  6.7301528e-03  4.9980055e-03 ...  4.0236610e-01
  -4.4720358e-01 -1.4659607e-01]]",azalea,a pink rose in the middle of a azalea 
5109,image_00524.jpg,"[[-2.79605068e-04  1.10483645e-02  1.28517614e-03 ...  1.20414354e-01
   1.61048472e+00  7.02791929e-01]]",cyclamen,a row of pink cyclamens in a vase 
5110,image_02672.jpg,"[[ 1.9166694e-04  1.1196672e-02  2.9113654e-03 ... -8.1874591e-01
  -4.4185731e-01  2.3089534e-01]]",geranium,a close up view of some geraniums on a sunny day 
5111,image_01256.jpg,"[[-1.1243007e-04  7.3623336e-03  5.5014258e-03 ...  2.2894606e-01
  -1.3406815e-01 -5.3959799e-01]]",rose,a pink rose in a clear vase on a sunny day 
5112,image_03737.jpg,"[[-5.4857414e-04  3.4742255e-03 -5.9706303e-03 ...  1.0653856e+00
  -4.3730316e-01  3.4262124e-01]]",cape flower,a cape flower in a vase sitting on top of a plant 
5113,image_06774.jpg,"[[-3.4020701e-05  3.4020972e-03 -1.3342809e-03 ...  7.0794600e-01
  -3.9255470e-02 -4.5532799e-01]]",fire lily,a vase filled with fire lilys on top of a table 
5114,image_02478.jpg,"[[-3.5241508e-05  1.1222983e-02  3.1568971e-03 ...  1.0788267e+00
  -6.1808324e-01  4.6105745e-01]]",morning glory,a pink morning glory sitting on top of a green plant 
5115,image_03069.jpg,"[[-2.1261153e-04  7.2252341e-03 -2.3508326e-03 ...  1.0542680e+00
  -1.5901452e-01  6.5769118e-01]]",bee balm,a green and white bee balm in the middle of a garden 
5116,image_04513.jpg,"[[-5.0762040e-04 -2.4798904e-03  5.0551299e-04 ... -1.0264825e+00
  -6.5578556e-01 -5.3143597e-01]]",gazania,a vase filled with lots of colorful gazanias 
5117,image_07313.jpg,"[[-1.2822472e-04  1.4876891e-02  1.0610051e-03 ...  2.9953718e-01
   2.3505130e-01  3.4582384e+00]]",foxglove,a pair of pink and white striped and white striped and white striped and white striped and white striped
5118,image_03976.jpg,"[[-3.0564115e-04  9.6478630e-03  3.2447733e-03 ...  2.5190353e-02
   3.1288007e-01  1.9203572e-01]]",petunia,a vase filled with petunias on top of a table 
5119,image_02458.jpg,"[[-5.6070852e-04  1.0454202e-02 -5.1731907e-04 ...  2.1016384e-02
  -8.2312655e-01  5.4483485e-01]]",morning glory,a row of pink and yellow morning glorys in a morning glory pot 
5120,image_05576.jpg,"[[-6.3292554e-04 -3.8811055e-04 -1.1970829e-03 ... -1.3016801e+00
  -8.2333332e-01  4.2345682e-01]]",osteospermum,a osteospermum in a blue vase on a table 
5121,image_01913.jpg,"[[-2.4910344e-04  6.6808420e-03  5.7418845e-03 ...  6.5292460e-01
  -1.5333827e-01  1.5231889e+00]]",lotus lotus,a green lotus lotus in a green vase on a table 
5122,image_07619.jpg,"[[ 6.1135936e-05  8.2801953e-03  4.5249132e-03 ... -7.2017032e-01
   5.2130364e-02  1.0173488e+00]]",camellia,a camellia in a vase on a table 
5123,image_04377.jpg,"[[-4.9179822e-04  5.4509607e-03  1.7229436e-03 ...  8.5402274e-01
  -3.9648601e-01 -6.3109058e-01]]",ruby-lipped cattleya,a black and white photo of a white ruby-lipped cattleya 
5124,image_00613.jpg,"[[-3.0444282e-05  8.2732374e-03  2.3593178e-03 ...  1.1800889e+00
  -6.7076194e-01 -8.8790171e-02]]",watercress,a close up picture of a red watercress in a watercress pot 
5125,image_06691.jpg,"[[-1.5300291e-04  8.1998482e-03  5.1223203e-03 ...  2.2890525e+00
  -3.4981576e-01 -2.4989046e-01]]",globe-flower,a black and white photo of a brown and white dog 
5126,image_01336.jpg,"[[-2.6472987e-04  1.0570485e-02  4.8063546e-03 ... -1.0314891e+00
  -5.4415032e-02  1.5099964e+00]]",petunia,a row of pink petunias sitting on top of a sidewalk 
5127,image_06152.jpg,"[[-2.0199709e-04  9.3223071e-03  3.5149893e-03 ...  2.0187321e+00
  -2.9312813e-01  9.3888074e-01]]",balloon flower,a blue and white vase filled with purple balloon flowers 
5128,image_02111.jpg,"[[ 2.2616121e-04  1.1074944e-02 -5.1126454e-04 ... -9.0135831e-01
   1.4581919e+00 -1.2137444e+00]]",thorn apple,a black and white photo of a white thorn apple in a bush 
5129,image_00829.jpg,"[[-2.8551486e-04  6.0215904e-03  5.2775596e-03 ...  1.8110285e+00
   6.6120225e-01  5.8976358e-01]]",frangipani,a large group of frangipanis sitting on top of a green field 
5130,image_05839.jpg,"[[-2.3675208e-04  5.1046428e-03  1.6926375e-03 ...  2.0628884e+00
   3.6597905e-01  2.3801911e-01]]",great masterwort,a black and white striped bird sitting on top of a lush green field 
5131,image_06788.jpg,"[[-3.3348028e-04  7.0286854e-03 -9.3239517e-04 ...  4.2661348e-01
  -4.9518037e-01  4.8536000e-01]]",fire lily,a close up picture of a person with a fire lily in their hand 
5132,image_01085.jpg,"[[-2.3859768e-04  1.1670740e-02  5.3390805e-03 ... -1.5375096e+00
   1.5952286e-01  8.4580129e-01]]",wallflower,a close up view of a wallflower arrangement 
5133,image_00826.jpg,"[[-7.5563596e-04  1.1026926e-03  4.9889544e-03 ...  1.1058619e+00
   3.8936475e-01 -8.7253642e-01]]",frangipani,a row of white frangipanis sitting on top of each other 
5134,image_03027.jpg,"[[-0.00074407  0.00318871  0.00326678 ...  0.27181828 -0.4862062
  -0.31634265]]",pink-yellow dahlia,a bouquet of pink-yellow dahlias in a vase on a sunny day 
5135,image_06136.jpg,"[[-4.7581800e-04  8.0656298e-03  1.1706669e-03 ... -1.9001549e+00
  -3.1114362e-02  7.4945396e-01]]",silverbush,a pair of white vases sitting on top of each other 
5136,image_04139.jpg,"[[-7.1903394e-04  4.7573365e-05 -3.9391373e-03 ...  1.8888561e+00
  -6.0115755e-01  4.6632472e-01]]",artichoke,a plant that is growing out of the ground 
5137,image_01050.jpg,"[[ 2.3621851e-05  7.4679353e-03  4.9460703e-03 ...  1.3159357e-01
  -2.6942953e-01  3.3536583e-02]]",wallflower,a red and yellow wallflower in the middle of a plant 
5138,image_04208.jpg,"[[-0.00060242  0.00258248  0.00394879 ... -0.5284288   0.18655547
  -0.2153    ]]",wild pansy,two red and white wild pansys in a green field 
5139,image_02636.jpg,"[[-0.00053604  0.00562157  0.00278274 ...  0.04943487  0.04432496
   0.23514841]]",columbine,a colorful columbine arrangement in a columbine pot 
5140,image_06845.jpg,"[[ 1.2272023e-04  8.7948320e-03  8.6595363e-05 ...  2.4357054e+00
  -7.8901160e-01  6.0066497e-01]]",red ginger,a plant that is growing in a tree 
5141,image_05226.jpg,"[[ 3.4503578e-04  8.9731254e-03  3.5717520e-03 ...  1.7054814e+00
  -3.6587206e-01 -6.2155430e-03]]",stemless gentian,a blue and white stemless gentian in the middle of a grassy area 
5142,image_07525.jpg,"[[-4.5845347e-05  1.1438103e-02  2.6146714e-03 ... -1.0606581e+00
  -3.7367517e-01  1.5689324e+00]]",bougainvillea,a bouquet of bougainvilleas in a vase on a sunny day 
5143,image_07991.jpg,"[[-8.1762388e-05  1.2493041e-02  5.8992128e-03 ... -7.4492007e-01
  -4.4396123e-01  2.4882792e-01]]",trumpet creeper,a close up picture of a trumpet creeper in a tree 
5144,image_04584.jpg,"[[-4.0181278e-04  9.4606159e-03  4.9854862e-03 ... -4.0156657e-01
  -1.7840409e-01  1.0307808e+00]]",lenten rose,a black and white lenten rose in a lenten rose pot 
5145,image_06279.jpg,"[[-2.3166242e-04  7.8653563e-03 -3.4418472e-03 ...  2.8947134e+00
  -4.5058718e-01  4.0817082e-02]]",cautleya spicata,a plant that is growing out of the ground 
5146,image_04160.jpg,"[[-2.7428282e-04  7.8273723e-03  3.2092340e-03 ... -8.5953617e-01
  -3.2632310e-02  1.5440166e-01]]",wild pansy,two purple and white wild pansys in a wild pansy pot 
5147,image_06946.jpg,"[[-0.00087112 -0.00707623  0.00178592 ...  0.19711976 -0.5291617
   0.6123991 ]]",mexican aster,a vase filled with mexican asters on top of a grassy field 
5148,image_02662.jpg,"[[ 1.3890350e-04  1.1543551e-02  2.1115905e-03 ... -3.3018458e-01
   3.4683822e-03  2.2859256e-01]]",geranium,a close up view of some geraniums on a sunny day 
5149,image_02653.jpg,"[[ 3.8548395e-05  1.1831505e-02  2.6137333e-03 ... -8.4690940e-01
   1.6256152e-03  1.1425742e+00]]",geranium,a red and white geranium in a geranium pot 
5150,image_06871.jpg,"[[ 6.0394916e-05  8.3790924e-03  1.7682294e-03 ... -4.7398183e-01
  -3.1059909e-01  1.3292660e+00]]",prince of wales feathers,a vase filled with prince of wales featherss sitting on top of a table 
5151,image_05438.jpg,"[[-2.6951020e-04 -2.0818142e-03 -1.0821191e-04 ...  6.0949916e-01
  -5.7606614e-01 -3.0113438e-01]]",sunflower,a large yellow sunflower sitting on top of a green field 
5152,image_06012.jpg,"[[-2.7229008e-04  9.8335976e-04 -5.5910851e-04 ...  3.2348783e+00
   8.4192318e-01  1.3441339e+00]]",ball moss,a pink ball moss in the middle of a green plant 
5153,image_04449.jpg,"[[-1.7812088e-04  2.5645406e-03  2.4423976e-03 ...  2.8033001e+00
  -5.5672413e-01 -1.8729803e-01]]",canna lily,a close up picture of a yellow and black canna lily 
5154,image_03622.jpg,"[[-1.1944577e-04  7.8043025e-03  2.3590005e-03 ... -2.2938965e-01
   1.7210925e-01  1.2211180e+00]]",azalea,a pink rose in a vase on a window sill 
5155,image_03994.jpg,"[[-3.36965400e-04  3.64180421e-03 -3.53338639e-03 ...  6.34502506e+00
   1.22762196e-01 -5.80357671e-01]]",colt's foot,a pile of yellow colt's foots sitting on top of a bush 
5156,image_03216.jpg,"[[-2.8651382e-04  7.2020744e-03  2.0782495e-04 ...  1.1797930e+00
  -5.3573316e-01  6.2234092e-01]]",californian poppy,a small yellow californian poppy in the middle of a plant 
5157,image_02645.jpg,"[[ 9.9951678e-05  1.2779088e-02  4.0523792e-03 ... -8.6142814e-01
  -2.1742867e-01  5.2682436e-01]]",geranium,a vase filled with pink geraniums next to a bunch of other geraniums 
5158,image_07874.jpg,"[[-5.7466014e-04  4.6591386e-03  1.9819078e-03 ...  6.7272699e-01
   2.0792267e-01  1.4836149e+00]]",bromelia,a bromelia in a vase on a table 
5159,image_02390.jpg,"[[ 1.3084921e-04  1.3418580e-02  4.2751655e-03 ...  1.2365863e+00
  -3.5137510e-01  2.1403987e+00]]",sword lily,a purple sword lily in a blue vase on the ground 
5160,image_06579.jpg,"[[-1.15479152e-05  8.56859609e-03 -7.85466749e-04 ...  2.52715540e+00
   1.22384846e-01 -6.02920532e-01]]",grape hyacinth,a blue and white vase filled with purple grape hyacinths 
5161,image_07192.jpg,"[[ 4.5473131e-05  8.3804019e-03  3.2475713e-04 ...  2.2742734e+00
  -4.1348383e-01  5.3500128e-01]]",tiger lily,a black and white photo of a leafy plant 
5162,image_06467.jpg,"[[-1.9304595e-04  2.5435009e-03  1.6332497e-03 ...  1.2094846e+00
  -8.0802464e-01  2.1916401e+00]]",love in the mist,a blue and white photo of a baby blue and white baby blue and white baby blue and white
5163,image_07742.jpg,"[[-5.5095512e-05  4.1326648e-03  3.6789370e-03 ... -1.1059817e+00
  -1.3754426e-01  8.3139020e-01]]",mallow,a plant that is growing on a table 
5164,image_01423.jpg,"[[-1.1722459e-04  7.6554529e-03  8.4853772e-04 ... -4.6295571e-01
  -4.4147529e-02 -6.1942923e-01]]",petunia,a vase filled with petunias on top of a bush 
5165,image_01159.jpg,"[[ 4.2811342e-05  9.0545798e-03  2.5499482e-03 ... -1.1476103e+00
  -4.1517195e-01  6.2099034e-01]]",rose,a red rose that is in a vase 
5166,image_02099.jpg,"[[-1.4944581e-04  7.4826553e-03  2.9119558e-03 ...  6.9398470e-02
  -1.0794662e+00 -6.8258286e-01]]",thorn apple,a white rose in the middle of a plant 
5167,image_05169.jpg,"[[-3.7452677e-04 -5.9208546e-06  1.7715893e-03 ...  1.0253394e+00
  -3.9186457e-01  4.4972506e-01]]",english marigold,a blue vase filled with lots of yellow english marigolds 
5168,image_04660.jpg,"[[-2.4946197e-04  8.3807996e-03  1.4586017e-03 ... -3.8712031e-01
  -1.1591092e-01  3.0181742e-01]]",buttercup,a black and white photo of a brown and white dog 
5169,image_02352.jpg,"[[-1.7564726e-04  1.0547832e-02  1.3145299e-03 ... -1.8809037e+00
  -5.7159132e-01  3.1208773e+00]]",sword lily,a white sword lily in a white sword lily vase 
5170,image_05628.jpg,"[[-2.8950794e-04  9.4131595e-03  1.1699629e-04 ... -9.4400615e-01
  -2.5046906e-01  2.4753633e-01]]",garden phlox,a close up picture of a garden phlox in a garden phlox pot 
5171,image_00670.jpg,"[[-1.82155236e-05  1.43576935e-02  3.79238813e-03 ... -1.01762617e+00
  -2.30825618e-01  6.52406886e-02]]",watercress,a close up picture of a watercress in a watercress pot 
5172,image_07087.jpg,"[[-0.00107481  0.0036373  -0.00461841 ...  1.0468843   0.25338635
  -0.13394536]]",globe thistle,a black and white photo of a brown and white bird 
5173,image_06452.jpg,"[[-2.3620667e-04  3.6726785e-03 -7.2122226e-04 ...  1.5424938e+00
  -7.5407797e-01  1.4050655e+00]]",love in the mist,a blue vase filled with lots of purple love in the mists 
5174,image_01511.jpg,"[[ 4.9030776e-05  1.0548217e-02  6.7890494e-04 ...  2.1870014e-01
  -1.9862308e-01  3.6510713e+00]]",poinsettia,a red and white vase filled with red and white poinsettias 
5175,image_07006.jpg,"[[-3.8194429e-04  4.5459194e-04 -2.6372930e-03 ...  2.6198535e+00
  -5.9752381e-01  1.0588055e+00]]",alpine sea holly,a very pretty alpine sea holly in the middle of a green field 
5176,image_06341.jpg,"[[-7.8321528e-04 -1.8869938e-03  2.9094954e-05 ...  7.5837892e-01
  -1.8144462e-01 -3.3160046e-02]]",common dandelion,a yellow common dandelion sitting on top of a plant 
5177,image_02782.jpg,"[[-1.3431358e-04  6.5475143e-03  3.2618307e-03 ...  7.6909341e-02
   5.4133236e-01  6.3517451e-01]]",bishop of llandaff,a bishop of llandaff in a vase on a sunny day 
5178,image_07008.jpg,"[[-5.8954715e-04  1.0376394e-02  3.9684954e-03 ...  9.9777144e-01
  -2.6910800e-01  5.8607477e-01]]",siam tulip,a siam tulip in a vase on a table 
5179,image_02350.jpg,"[[-2.4054080e-04  2.5722908e-03  4.3305224e-03 ...  2.5933626e-01
  -3.0238223e-01 -3.2743189e-01]]",sword lily,a sword lily in a vase on a sunny day 
5180,image_05735.jpg,"[[-1.1317745e-04  7.3511843e-03  2.8833786e-03 ... -6.3431329e-01
  -1.1253078e-01  2.1361713e+00]]",daffodil,a large yellow daffodil in the middle of a field 
5181,image_01138.jpg,"[[-1.6602613e-04  1.0997836e-02 -7.2343345e-04 ...  1.0002010e+00
  -3.2252245e-02  1.5109715e+00]]",wallflower,a red rose blooming in the middle of a field 
5182,image_05287.jpg,"[[-1.7138018e-04  3.3934838e-03  6.0129445e-03 ... -9.7513157e-01
  -3.7430587e-01 -4.2223501e-01]]",tree poppy,a tree poppy that is on a piece of cloth 
5183,image_04643.jpg,"[[-4.6275763e-05  4.0816660e-03  2.5247161e-03 ...  1.3470379e+00
   4.9119983e-02  6.8141043e-01]]",buttercup,a small yellow buttercup in the middle of a field 
5184,image_07748.jpg,"[[7.7938399e-05 1.0144119e-02 4.8715021e-03 ... 1.8990363e+00
  2.1386895e-01 1.2759241e-01]]",mallow,a mallow in a vase on a table 
5185,image_08059.jpg,"[[-2.3536684e-04  6.7336136e-03  3.3820232e-03 ...  1.3071021e+00
  -3.7325367e-01 -1.4547156e-01]]",hippeastrum,a hippeastrum in a vase on a table 
5186,image_07677.jpg,"[[-3.7441121e-05  7.4294046e-03  3.7847592e-03 ... -4.2843204e-02
  -7.7378482e-02  6.1575830e-01]]",camellia,a pink rose in a pink camellia pot 
5187,image_05610.jpg,"[[ 9.4957861e-05  1.3536251e-02  1.5837759e-03 ... -1.2746267e+00
   3.3036653e-02  2.0623980e+00]]",garden phlox,a garden phlox arrangement in a garden phlox pot on a sunny day 
5188,image_03950.jpg,"[[ 4.0541694e-05  1.0619729e-02  2.0133178e-03 ... -4.4991142e-01
  -2.8275552e-01  5.3378016e-01]]",petunia,a petunia arrangement in a petunia pot on a sunny day 
5189,image_01803.jpg,"[[-2.4540216e-04  4.3610376e-03  6.2043965e-03 ...  2.0068605e-01
  -5.5369014e-01  5.4312193e-01]]",hibiscus,a close up picture of a red rose in a garden 
5190,image_01515.jpg,"[[2.2961976e-05 9.5083518e-03 1.3154749e-03 ... 7.3048122e-02
  3.6419973e-01 9.8391496e-02]]",poinsettia,a pile of red and yellow poinsettias sitting on top of a table 
5191,image_05950.jpg,"[[-1.0664075e-04  5.0795665e-03  4.7935806e-03 ...  8.9076817e-01
  -4.5603397e-01  2.1814382e+00]]",bearded iris,a yellow and white bearded iris sitting on top of a green field 
5192,image_08131.jpg,"[[-1.8730566e-04  9.2291720e-03 -3.1725052e-03 ...  4.4321709e+00
  -3.9409208e-01  8.8637966e-01]]",gaura,a small white gaura sitting on top of a plant 
5193,image_03919.jpg,"[[-5.6572815e-05  4.4603921e-03 -3.6975907e-04 ...  1.9519675e+00
  -7.5171477e-01  1.3226888e+00]]",petunia,a red and white vase with petunias in it 
5194,image_07170.jpg,"[[-3.7158886e-04  4.0722881e-03 -7.7345438e-04 ...  2.5569141e+00
  -6.0138226e-01 -4.3248045e-01]]",tiger lily,a black and white photo of a yellow and white tiger lily 
5195,image_06906.jpg,"[[ 3.6345144e-05  6.1383164e-03  1.4755109e-03 ...  5.1908857e-01
  -1.5165600e-01  1.5796019e-01]]",carnation,a pair of pink and white carnations in a carnation pot 
5196,image_05377.jpg,"[[-6.9343638e-05  9.3040215e-03 -4.7162501e-04 ...  1.2296915e+00
  -7.3105641e-02  3.3725193e-01]]",pincushion flower,a pink pincushion flower in the middle of a green plant 
5197,image_03472.jpg,"[[-5.6613091e-04  1.0744480e-02  1.2787028e-03 ... -4.3457657e-01
  -6.4843707e-02  1.4907248e+00]]",sweet william,a bouquet of sweet williams in a sweet william pot 
5198,image_02189.jpg,"[[-3.7918962e-04  3.0135980e-03  6.9368881e-04 ...  1.1071595e+00
  -9.8722154e-01  1.5880999e-01]]",barbeton daisy,a vase filled with barbeton daisys on top of a table 
5199,image_02803.jpg,"[[-7.6236553e-05  9.4933445e-03  1.1961357e-03 ...  2.1953362e-01
  -1.6976541e-01  1.3134532e-01]]",bishop of llandaff,a red and white bishop of llandaff in a bishop of llandaff pot 
5200,image_00420.jpg,"[[-0.00058918  0.00239796  0.00223833 ...  0.38078043  0.06096349
  -0.35140547]]",water lily,a very pretty water lily in a very pretty water lily pot 
5201,image_00879.jpg,"[[-4.0921941e-04  8.1727989e-03  2.7832051e-03 ... -1.0497011e+00
   3.2110253e-01 -1.4411125e-01]]",frangipani,a vase filled with frangipanis on top of a tree 
5202,image_06526.jpg,"[[-1.2434287e-04  8.2805725e-03  6.4564054e-03 ...  4.2312689e-02
  -1.8514711e-01  2.1800427e+00]]",corn poppy,a red corn poppy in the middle of a green plant 
5203,image_07740.jpg,"[[ 9.7909382e-05  1.1311563e-02  4.3039559e-03 ... -3.8843393e-01
   1.3204582e-02  1.6155294e+00]]",mallow,a pink and white mallow in a blue and white vase 
5204,image_01839.jpg,"[[-1.7730058e-04  6.5752701e-03  3.5866878e-03 ...  5.1566310e-02
  -7.1524858e-01  6.2466657e-01]]",lotus lotus,a pink rose blooming in a green plant 
5205,image_07810.jpg,"[[ 1.9483468e-04  1.2236916e-02  1.6408178e-04 ...  1.2977817e+00
  -2.2807975e-01  7.2887546e-01]]",mexican petunia,a purple mexican petunia in a blue vase on the ground 
5206,image_06454.jpg,"[[-2.5986313e-04  6.4746919e-03 -5.2627700e-04 ...  2.6986816e+00
  -5.8660340e-01  5.8787990e-01]]",love in the mist,a close up picture of an orange and white love in the mist 
5207,image_00267.jpg,"[[-5.3725624e-04  3.3741386e-03  2.4474505e-03 ... -5.1348692e-01
   5.8423406e-01  4.1230742e-02]]",water lily,a water lily in a vase on a table 
5208,image_03209.jpg,"[[-6.4290449e-05  2.7082958e-03  4.3244432e-03 ... -5.0437498e-01
  -1.9149198e-01  6.1720842e-01]]",californian poppy,a small yellow californian poppy in a californian poppy pot 
5209,image_01953.jpg,"[[-3.09853902e-04  8.37881491e-03  3.36503121e-03 ... -1.33457715e-02
   3.16248298e-01  2.82926589e-01]]",lotus lotus,a lotus lotus in a lotus lotus pot on a sunny day 
5210,image_04902.jpg,"[[ 6.9366950e-05  7.6607824e-03  3.7023763e-03 ...  9.3324703e-01
   6.7256927e-01 -6.1029631e-01]]",giant white arum lily,a white rose in a white vase 
5211,image_07897.jpg,"[[-5.2220770e-04 -5.3377292e-04  2.4607321e-03 ... -5.9092361e-01
  -7.9698569e-01  4.9162892e-01]]",blanket flower,a bouquet of blanket flowers sitting on top of a plant 
5212,image_05283.jpg,"[[ 1.3452893e-05  5.3320024e-03  3.3740602e-03 ...  7.4072409e-01
  -5.8379114e-01  1.8366160e+00]]",tree poppy,a tree poppy in a vase on the ground 
5213,image_07036.jpg,"[[-1.2685540e-04  7.2374577e-03  8.1047672e-04 ...  2.6743019e+00
  -3.2286939e-01  2.4808114e+00]]",siam tulip,a pink rose blooming in a green field 
5214,image_08024.jpg,"[[-4.5492910e-04  5.8314879e-03 -3.6163726e-03 ...  5.2323574e-01
  -6.8471484e-02 -6.0979646e-01]]",blackberry lily,a blackberry lily in a vase sitting on top of a table 
5215,image_05422.jpg,"[[-1.3562141e-04  1.4297954e-04  3.8584771e-05 ...  1.2374727e+00
  -6.5644473e-01 -3.1414449e-01]]",sunflower,a close up picture of a small yellow sunflower 
5216,image_04014.jpg,"[[-3.5346899e-04  6.3618436e-03 -1.0641261e-03 ...  3.6658843e+00
  -3.7416229e-01 -1.9512261e-01]]",colt's foot,a vase filled with yellow colt's foots sitting on top of a rock 
5217,image_05811.jpg,"[[ 1.6821356e-04  9.2692748e-03  1.2759326e-03 ...  1.1343039e+00
  -6.4789593e-02 -2.2262679e-01]]",great masterwort,a black and white photo of a black and white great masterwort 
5218,image_05989.jpg,"[[-0.00046892  0.00127494  0.00345624 ...  0.09885194  0.06073515
  -0.07989547]]",windflower,a black and white photo of a white and green plant 
5219,image_07184.jpg,"[[-4.7952827e-04  6.6672326e-03 -1.5709958e-03 ...  2.8434486e+00
  -7.1509011e-02  2.8892842e-01]]",tiger lily,a black and white photo of a wildebeest 
